id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,gba_identifier,zone,junction
FKID007724,unplanned,12.9832276,77.5970073,"CBD 2, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-13 01:40:07.302+00,closed,no,test,,CBD 2,High,Cubbon Park,Bengaluru Central Corporation,Central Zone 2,IndianExpressJunction
FKID007725,unplanned,12.9119888,77.4858462,"Mysore Road, Kengeri Jurisdiction, Bengaluru, Karnataka, India",others,TRUE,2024-01-13 02:01:27.901+00,closed,yes,jiont cut vehicle in side traffic problem,,Mysore Road,High,Kengeri,Bengaluru West Corporation,West Zone 1,MysoreRd--MadhuPetrolBunkJunction
FKID007726,unplanned,12.966695,77.6086976,"Mysore Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 02:05:50.501+00,closed,yes,puncture,private_car,Mysore Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,MotherTeressaCircle
FKID007727,unplanned,12.9155753,77.5652999,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 02:13:22.174+00,closed,yes,bmtc bus off,bmtc_bus,ORR West 1,High,Banashankari,Bengaluru South Corporation,South Zone 1,KadirenahalliJunction
FKID007728,unplanned,12.9379619,77.6939433,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 02:21:42.702+00,closed,no,kadubisanahalli under pass towards silk board,bmtc_bus,ORR East 1,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,Kadubeesanahalli-ORR Junc
FKID007729,unplanned,13.0460503,77.5560309,"ORR North 2, Jalahalli Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-01-13 02:38:27.631+00,closed,yes,white tapping road work progress,,ORR North 2,High,Jalahalli,Bengaluru North Corporation,North Zone 2,BEL Circle
FKID007730,unplanned,12.98675,77.5882467,"Bellary Road 1, High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 02:43:39.69+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under High ground jurisdiction,taxi,Bellary Road 1,High,High ground,Bengaluru Central Corporation,Central Zone 2,LRDE Junction
FKID007731,planned,12.9058785,77.5919371,"ORR West 1, J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-01-13 03:21:29.65+00,closed,yes,bwssb sanitary work going on so only two wheelers are moving,,ORR West 1,High,J.P. Nagar,Bengaluru South Corporation,South Zone 1,Delmia-Jayanagar
FKID007732,unplanned,12.9662664,77.6069727,"Mysore Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 04:24:19.076+00,closed,yes,vehicle puncture off road traffic slow movement,lcv,Mysore Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,Ashoknagar Junction(ShoolayCircle)
FKID007733,unplanned,12.8911407,77.5649107,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:04:41.699+00,closed,yes,vehicle breakdown along Non-corridor corridor and under K.S. Layout jurisdiction,bmtc_bus,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,KonanakunteJunction(KanakapurarRd)
FKID007734,unplanned,12.9059977,77.6295789,"Hosur Road, HSR Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:06:05.122+00,closed,yes,city fly over near location station towards cit tyre blast vehicle not moving ready for 30 min,others,Hosur Road,High,HSR Layout,Bengaluru South Corporation,South Zone 2,Bommanahalli
FKID007735,unplanned,12.9915166,77.6577548,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:26:11.389+00,closed,yes,bus breakdown,private_bus,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,BigBazaarJunction(OldMadrasRd)
FKID007736,unplanned,13.043285,77.5906283,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-13 05:35:02.979+00,closed,yes,fly over joint miss maching,,Bellary Road 1,High,Kodigehalli,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc
FKID007737,unplanned,12.98681,77.5190466,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-13 05:16:17.565+00,closed,yes,bmtc bus off road starting problem to traffic slow,,Magadi Road,High,Kamakshipalya,Bengaluru West Corporation,West Zone 1,Sumanhalli
FKID007738,unplanned,12.9436966,77.5973655,"Adugodi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:36:17.338+00,closed,yes,milk van off road,others,Non-corridor,Low,Adugodi,Bengaluru Central Corporation,Central Zone 2,WilsonGarden12thCrossJunc
FKID007739,unplanned,12.9247775,77.6278985,"Adugodi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:37:45.216+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Adugodi jurisdiction,bmtc_bus,Non-corridor,Low,Adugodi,Bengaluru South Corporation,South Zone 2,Krupanidhi College
FKID007740,unplanned,12.9437406,77.5970757,"Wilson Garden Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:41:37.926+00,closed,no,slow moving traffic,others,Non-corridor,Low,Wilson Garden,Bengaluru Central Corporation,Central Zone 2,WilsonGarden12thCrossJunc
FKID007741,unplanned,12.9793575,77.6021795,"Old Madras Road, Shivajinagar Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-13 07:39:43.464+00,closed,yes,person down liner jaam,,Old Madras Road,High,Shivajinagar,Bengaluru Central Corporation,Central Zone 2,Shivajinagar(BRV)Junction
FKID007742,unplanned,12.9069767,77.5462333,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 08:52:49.277+00,closed,no,vehicle break down,heavy_vehicle,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,UttarahalliJunction
FKID007743,unplanned,13.0141331,77.5674081,"Tumkur Road, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-13 09:42:50.949+00,closed,yes,car break cut aagiddhu road closed,others,Tumkur Road,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,TataInstituteCircle
FKID007744,planned,12.9569897,77.7014448,"Varthur Road, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-01-13 11:33:06.861+00,closed,yes,person bridge under pass both side location work main rd close service rd open traffic slow movement person,,Varthur Road,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,MaratahalliBridgeJunc
FKID007745,unplanned,13.0413257,77.5169747,"Tumkur Road, Chikkabanavara Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-13 18:35:28.934+00,active,yes,tyre puncture one side vehicle movement,,Tumkur Road,High,Chikkabanavara,Bengaluru North Corporation,North Zone 2,JalahalliCross(SM Circle)
FKID007746,unplanned,13.03251,77.5340727,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 19:48:40.384+00,closed,yes,starting problem near location towards cmti junction traffic problem,lcv,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,GokuldasImagesJunc
FKID007747,unplanned,13.0324907,77.5339285,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-13 19:50:23.345+00,closed,yes,accident near location station towards cmti junction traffic problem,,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,GokuldasImagesJunc
FKID007748,planned,12.9767292,77.5995506,"Old Madras Road, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-13 20:17:58.216+00,closed,no,construction along Old Madras Road corridor and under Cubbon Park jurisdiction,,Old Madras Road,High,Cubbon Park,Bengaluru Central Corporation,Central Zone 1,QueensStatueCircle
FKID007749,unplanned,12.92534072,77.55031502,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-13 20:25:19.507+00,closed,yes,bwssb working under process at ring road katriguppe jn towrds kamakya location,,ORR West 1,High,Banashankari,Bengaluru West Corporation,West Zone 2,KatriguppeJunction
FKID007750,unplanned,12.987355,77.6492367,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 21:19:10.74+00,closed,yes,vehicle breakdown along Old Madras Road corridor and under Banaswadi jurisdiction,bmtc_bus,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,OldMadrasRd-NGEF Junc
FKID007751,unplanned,12.9873278,77.6491713,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 21:24:14.498+00,closed,yes,vehicle breakdown along Old Madras Road corridor and under Banaswadi jurisdiction,bmtc_bus,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,OldMadrasRd-NGEF Junc
FKID007752,unplanned,12.9503051,77.53733,"West of Chord Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 21:53:22.603+00,closed,yes,metro kimko junction near by out going side traffice problem,ksrtc_bus,West of Chord Road,High,Byatarayanapura,Bengaluru West Corporation,West Zone 2,KIMCO Junction
FKID007753,unplanned,12.9814944,77.5599774,"Magadi Road Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 22:37:38.154+00,closed,yes,clutch problem it s side to divider problem to traffic clutch problem,truck,Non-corridor,Low,Magadi Road,Bengaluru West Corporation,West Zone 2,RajajinagarEntranceJunction
FKID007754,unplanned,13.0185596,77.5553194,"Tumkur Road, Sheshadripuram Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 22:53:46.557+00,resolved,yes,rajivgandi cricle bmtc bus of load after one over read to go,bmtc_bus,Tumkur Road,Low,Sheshadripuram,Bengaluru West Corporation,West Zone 2,TumkurRdMarappanapalyaJunc
FKID007755,unplanned,12.9719546,77.6068967,"Mysore Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-13 22:58:48.632+00,closed,yes,vehicle work junction closed,,Mysore Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,OperaHouseJunc
FKID007756,unplanned,12.9505233,77.6055867,"Hosur Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-01-13 23:17:28.168+00,closed,yes,construction along Hosur Road corridor and under Ashok Nagar jurisdiction,,Hosur Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,AnepalyaJunc
FKID007757,unplanned,12.9844163,77.5547537,"Magadi Road Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 23:46:06.565+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Magadi Road jurisdiction,bmtc_bus,Non-corridor,Low,Magadi Road,Bengaluru West Corporation,West Zone 2,BhashyamCircle
FKID007758,unplanned,13.0305207,77.537139,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 00:08:56.95+00,closed,yes,starting problem near location traffic one side moving,private_car,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,GokuldasImagesJunc
FKID007759,unplanned,12.98078,77.5499367,"West of Chord Road, Magadi Road Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-14 00:11:50.422+00,closed,no,due to this pothole vehicle are coming suddenly too much left side due to this some accident are happening 112 compalint came so kindly request you to sort it soon,,West of Chord Road,High,Magadi Road,Bengaluru West Corporation,West Zone 2,Fire Force Junction
FKID007760,unplanned,12.8794811,77.595724,"Bannerghata Road, Hulimavu Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 00:25:09.723+00,closed,yes,vehicle breakdown along Bannerghata Road corridor and under Hulimavu jurisdiction,lcv,Bannerghata Road,High,Hulimavu,Bengaluru South Corporation,South Zone 2,HulimaveRd-BanneraghattaRdJunc
FKID007761,unplanned,12.9593082,77.6546298,"Old Airport Road, Jeevanbheemanagar Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-27 00:36:48.85+00,active,yes,traffic movement normal,,Old Airport Road,High,Jeevanbheemanagar,NULL,NULL,ISRO Junction-Airport rd
FKID007762,unplanned,12.9196326,77.6670344,"ORR East 1, Bellandur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 01:34:49.64+00,closed,yes,location downramp to agar,private_car,ORR East 1,High,Bellandur,Bengaluru South Corporation,South Zone 2,IbblurJunction'
FKID007763,unplanned,13.0559425,77.5932944,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 01:46:40.449+00,closed,yes,car off road on location towards airport,taxi,Bellary Road 1,High,Kodigehalli,Bengaluru North Corporation,North Zone 1,KodigehalliCross
FKID007764,unplanned,13.0559443,77.5932899,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 01:49:29.768+00,closed,yes,off road on location towards airport,taxi,Bellary Road 1,High,Kodigehalli,Bengaluru North Corporation,North Zone 1,KodigehalliCross
FKID007765,unplanned,13.1219388,77.6109778,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 03:42:40.064+00,closed,yes,hgv vehicle tyre person bagalore under pass,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,BagalurCrossJunc
FKID007766,unplanned,13.1219292,77.6106965,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:03:04.623+00,closed,yes,axel cut hgv vehicle bagaluru cross towards venkatala ncc metro vehicle,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,BagalurCrossJunc
FKID007767,unplanned,12.9428015,77.6973709,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:06:09.941+00,closed,yes,evening near cell petrol bunk old jp morgan sky walk towards main road cessna vehicle off road traffic normal moving,bmtc_bus,ORR East 1,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,Kadubeesanahalli-ORR Junc
FKID007768,unplanned,13.0697237,77.5917532,"Bellary Road 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:30:39.768+00,closed,yes,lgv vehicle off road at location on fly over towards airport due to teir puncture slow moving traffic,lcv,Bellary Road 2,High,Kodigehalli,Bengaluru North Corporation,North Zone 1,Batrayanapura(Amrutahalli)Junction
FKID007769,unplanned,13.013325,77.6623533,"ORR North 1, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 04:57:19.739+00,closed,yes,starting problem,bmtc_bus,ORR North 1,High,Banaswadi,Bengaluru East Corporation,East Zone 2,RamamurthyNagarJunction
FKID007770,unplanned,12.9789117,77.60167,"Old Madras Road, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-14 05:01:04.859+00,active,yes,bus traffic location brv brv bmtc person,,Old Madras Road,High,Cubbon Park,Bengaluru Central Corporation,Central Zone 1,Shivajinagar(BRV)Junction
FKID007771,unplanned,12.9793433,77.602175,"Old Madras Road, Shivajinagar Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-14 05:06:38.555+00,closed,yes,breakdown traffic junction location brv brv bmtc person,,Old Madras Road,High,Shivajinagar,Bengaluru Central Corporation,Central Zone 2,Shivajinagar(BRV)Junction
FKID007772,unplanned,12.979503,77.539738,"Magadi Road, Magadi Road Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-14 05:39:55.331+00,active,yes,location working,,Magadi Road,High,Magadi Road,Bengaluru West Corporation,West Zone 2,JaiMuniRaoCircle
FKID007773,unplanned,12.9603511,77.5717869,"V.V.Puram (C.Pet) Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 05:48:09.562+00,closed,yes,person bus stop k r road bus hair pipe cut agide traffic slow movment,bmtc_bus,Non-corridor,Low,V.V.Puram (C.Pet),Bengaluru Central Corporation,Central Zone 2,MintoJunction
FKID007774,unplanned,12.9763006,77.6266352,"Old Madras Road, Halasur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 06:22:46.618+00,closed,no,lgv off road near halasur metro station towards location problem to traffic movement,lcv,Old Madras Road,High,Halasur,Bengaluru Central Corporation,Central Zone 2,RamaiahCircle-UlsoorPoliceStation
FKID007775,unplanned,12.9866029,77.5794639,"High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 06:32:33.149+00,closed,no,shivananda towards neharu bus off road,bmtc_bus,Non-corridor,Low,High ground,Bengaluru Central Corporation,Central Zone 2,ShivandaCircle
FKID007776,unplanned,12.9604521,77.5048389,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 06:51:45.796+00,closed,no,person towerds anugraha vehicle break down traffic normal,bmtc_bus,Non-corridor,Low,Jnanabharathi,Bengaluru West Corporation,West Zone 1,Ring road-Near Kengunte Junction
FKID007777,unplanned,13.0179323,77.5592053,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 07:28:36.633+00,closed,no,tyre puncture 10minutes it will be removed,lcv,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle
FKID007778,unplanned,12.98573,77.5526401,"West of Chord Road, Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 08:01:07.745+00,closed,yes,starting problem,ksrtc_bus,West of Chord Road,High,Rajajinagar,Bengaluru West Corporation,West Zone 2,BhashyamCircle
FKID007779,unplanned,12.9770626,77.5839859,"Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",others,TRUE,2024-01-14 13:36:23.554+00,closed,yes,hgv vehicle struk in maharani under pass vehicals diversion,,Non-corridor,Low,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,K R Circle
FKID007780,unplanned,13.0356634,77.5264227,"Tumkur Road, Peenya Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-14 17:05:07.144+00,closed,yes,accident between car and goods auto on location on flyover only vehicles damage traffic normal,,Tumkur Road,High,Peenya,Bengaluru West Corporation,West Zone 1,SRS Peenya Junc
FKID007781,unplanned,13.0163545,77.5841071,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 18:40:42.684+00,closed,yes,clutch plate problem,lcv,Bellary Road 1,High,Sadashivanagar,Bengaluru North Corporation,North Zone 2,MekhriCircle
FKID007782,unplanned,12.9402233,77.597725,"Wilson Garden Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-14 19:17:59.193+00,closed,yes,nimahans to 10th cross,private_bus,Non-corridor,Low,Wilson Garden,Bengaluru South Corporation,South Zone 2,NIMHANS Junction
FKID007783,unplanned,13.013048,77.5676395,"Tumkur Road, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 19:12:11.422+00,closed,yes,off road due axel cut in between k08 and location problem for traffic,lcv,Tumkur Road,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,TataInstituteCircle
FKID007784,unplanned,12.9713826,77.618886,"Old Madras Road, Halasur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 19:38:18.435+00,closed,yes,private buss off road near location road,private_bus,Old Madras Road,High,Halasur,Bengaluru Central Corporation,Central Zone 1,TrinityCircle
FKID007785,unplanned,12.9100117,77.6273017,"Hosur Road, HSR Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 20:11:13.214+00,closed,yes,rupena agrahara busstop towards bommanahalli vehicle of road traffic is normal moving starting,truck,Hosur Road,High,HSR Layout,Bengaluru South Corporation,South Zone 2,Bommanahalli
FKID007786,unplanned,12.9322456,77.5167322,"Kengeri Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 20:10:17.929+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Kengeri jurisdiction,private_bus,Non-corridor,Low,Kengeri,Bengaluru West Corporation,West Zone 1,RajeshwariJunc
FKID007787,planned,12.9670116,77.6590653,"Jeevanbheemanagar Jurisdiction, Bengaluru, Karnataka, India",procession,TRUE,2024-01-14 21:35:56.512+00,closed,yes,women s day celebration,,Non-corridor,Low,Jeevanbheemanagar,Bengaluru Central Corporation,Central Zone 1,BEML GateJunc(SuranjandasRd)
FKID007788,unplanned,13.103462,77.6004884,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 23:09:39.817+00,closed,yes,this vehicle off the road at kogilu cross signal towards location circle,bmtc_bus,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,KogilluCrossJunc
FKID007789,unplanned,13.0913131,77.5966701,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 23:26:18.81+00,closed,yes,bus break down at vidyasshilpa towards city near flyover,ksrtc_bus,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,YelhankaCircle
FKID007790,unplanned,12.958625,77.5035683,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 01:05:31.849+00,closed,yes,traffic problem normal traffic,lcv,Non-corridor,Low,Jnanabharathi,Bengaluru West Corporation,West Zone 1,Ring road-Near Kengunte Junction
FKID007791,unplanned,12.94595877,77.5954834,"Wilson Garden Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-14 22:50:30.018213+00,closed,yes,accident along Non-corridor corridor and under Wilson Garden jurisdiction,NULL,Non-corridor,Low,Wilson Garden,Bengaluru Central Corporation,Central Zone 2,WilsonGarden10thCrossJunc
FKID007792,unplanned,13.034211,77.530813,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 04:17:38.337+00,closed,yes,starting problem near srs downramp towards cmti junction traffic one side moving,private_bus,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,SRS Peenya Junc
FKID007793,unplanned,12.9454841,77.5288004,"ORR West 1, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 04:29:49.128+00,closed,yes,vehicle break down due to technical failure outgoing side traffic normal mysore road location station beside on flyover,ksrtc_bus,ORR West 1,High,Byatarayanapura,Bengaluru West Corporation,West Zone 2,MysoreRd-RingRdJunc(Nayandanahallii)
FKID007794,unplanned,13.0337676,77.530266,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 04:30:28.664+00,closed,yes,peenya on flyover incoming car off road due to starting problem,private_car,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,SRS Peenya Junc
FKID007795,unplanned,12.9644485,77.5779244,"Mysore Road, City Market Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-15 04:50:21.451+00,closed,yes,starting problem,,Mysore Road,High,City Market,Bengaluru Central Corporation,Central Zone 2,K R MarketJunction
FKID007796,unplanned,13.0397392,77.5189559,"Tumkur Road, Peenya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 04:55:32.398+00,closed,yes,jalahalli metro on flyover car off road one side movement,private_car,Tumkur Road,High,Peenya,Bengaluru West Corporation,West Zone 1,JalahalliCross(SM Circle)
FKID007797,unplanned,12.9660024,77.5353515,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 05:17:12.548+00,closed,yes,5th main jn towards location slow moving traffic,private_bus,West of Chord Road,High,Vijayanagara,Bengaluru West Corporation,West Zone 2,5thMainRPC Layout-Vijayanagar
FKID007798,unplanned,12.9230765,77.6190813,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 10:53:20.47+00,closed,no,bus breakdown sp road to mps 30,private_bus,Hosur Road,High,Madiwala,Bengaluru South Corporation,South Zone 2,AyyappaTempleJunc
FKID007799,unplanned,12.9216109,77.6679437,"ORR East 1, Bellandur Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-15 11:11:59.462+00,closed,yes,vehicle,,ORR East 1,High,Bellandur,Bengaluru East Corporation,East Zone 1,IbblurJunction'
FKID007800,unplanned,12.9888472,77.6520017,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 11:14:31.884+00,closed,yes,traffic movement normal,heavy_vehicle,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,OldMadrasRd-SuddaguntepalyaRdJunc
FKID007801,unplanned,13.0824868,77.5933591,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 15:38:46.435+00,closed,no,hgv vehicle offroad bypass on flyover towards city,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 1,YelhankaBypass
FKID007802,unplanned,12.93934584,77.69560186,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 17:57:20.235+00,closed,yes,vehicle breakdown along ORR East 1 corridor and under HAL Old Airport jurisdiction,heavy_vehicle,ORR East 1,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,Kadubeesanahalli-ORR Junc
FKID007803,unplanned,12.9354137,77.6246596,"IRR(Thanisandra road), Adugodi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 19:16:56.637+00,closed,yes,person,others,IRR(Thanisandra road),High,Adugodi,Bengaluru South Corporation,South Zone 2,Jaipuria-Adugodi
FKID007804,unplanned,13.0215594,77.5519261,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 19:20:21.454+00,closed,yes,vehicle breakdown along Tumkur Road corridor and under Yeshwanthpura jurisdiction,lcv,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,TumkurRdMarappanapalyaJunc
FKID007805,unplanned,12.979,77.640885,"IRR(Thanisandra road), Jeevanbheemanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-15 20:02:18.274+00,closed,yes,100 ft road towards bm shri near kfc signal bus off road,bmtc_bus,IRR(Thanisandra road),High,Jeevanbheemanagar,Bengaluru Central Corporation,Central Zone 1,BM ShriJunc(CMH-100FtRd)Junc
